change                             ,fim_type       ,steering_success ,mutation          ,typechecks_before ,typechecks_after ,model            ,lang ,interval
"['Update', 'Update']"             ,Updater        ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['typing', 'Claim']"              ,Claim          ,True             ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['np', 'GameState']"              ,GameState      ,True             ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['pd', 'pd']"                     ,list           ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['dict', 'Config']"               ,Config         ,True             ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Freq', 'Freq']"                 ,Dict           ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Callback', 'Callback']"         ,Update         ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Any', 'Optional']"              ,datetime       ,False            ,vars_delete       ,True              ,False            ,starcoderbase-1b ,py   ,       5
"['""', 'G']"                      ,Response       ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Callback', 'Updater']"          ,Update         ,False            ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['Dict', 'Dict']"                 ,Config         ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['tp', 'Path']"                   ,Path           ,True             ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['dict', 'Config']"               ,Config         ,True             ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Callback', 'Update']"           ,Update         ,True             ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['Union', 'Node']"                ,Node           ,True             ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['DataFrame', 'DataFrame']"       ,Dict           ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Request', 'Request']"           ,Flask          ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Token', 'Token']"               ,Anchor         ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Traceback', 'Traceback']"       ,None           ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['dict', 'Dict']"                 ,Dict           ,True             ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Exception', 'Exception']"       ,None           ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Iterable', 'Iterable']"         ,list           ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['bytes', 'bytes']"               ,None           ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Basic', 'Profile']"             ,Profile        ,True             ,vars_delete       ,False             ,True             ,starcoderbase-1b ,py   ,       5
"['str', 'str']"                   ,datetime       ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Dict', 'Output']"               ,Output         ,True             ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Dict', 'DataFrame']"            ,DataFrame      ,True             ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['t', 't']"                       ,type           ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Tags', 'Tags']"                 ,datetime       ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Run', 'Run']"                   ,Namespace      ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['int', '[']"                     ,Props          ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Event', 'Event']"               ,object         ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Trans', 'Trans']"               ,Pipeline       ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
"['Dict', 'Dict']"                 ,UserProfile    ,False            ,vars_delete       ,True              ,True             ,starcoderbase-1b ,py   ,       5
"['Optional', 'Optional']"         ,Span           ,False            ,vars_delete       ,False             ,False            ,starcoderbase-1b ,py   ,       5
